"","GSM461176_untreated_single","GSM461177_untreated_paired","GSM461178_untreated_paired","GSM461179_treated_single","GSM461180_treated_paired","GSM461181_treated_paired","GSM461182_untreated_single"
"FBgn0041621",19.1769006225229,10.5182319849393,19.3342179419735,19.6179141445478,7.84073756375855,6.40503464612679,8.55278725124896
"FBgn0037228",18076.4415560305,14801.4897876952,17371.2261673943,21762.5445188297,18475.0179109476,18224.1535781296,17390.2601352895
"FBgn0037229",64.1688597753652,43.2416203825284,63.6891885147363,74.5480737492816,44.8042146500488,45.7502474723342,52.5385502576722
"FBgn0041605",87.0336259022194,66.6154692379491,52.3161191371048,128.693516788233,90.7285346663489,77.7754207029681,34.2111490049959
"FBgn0037230",19.9144737233892,21.0364639698787,15.9222971286841,21.9720638418935,16.8015804937683,19.2151039383804,10.9964407516058
"FBgn0027930",1738.45979874179,1681.74842514752,1804.90611023012,1822.1118657456,1961.30449630589,1986.47574524875,1788.75436226121
"FBgn0037231",843.046054290142,763.156165129488,818.860995189466,688.196428190736,673.183325116984,759.454108040748,574.258572583859
"FBgn0037232",362.148392525337,364.632042144564,390.09627965276,382.156967535791,284.50676302781,325.74176200302,438.635803314054
"FBgn0261086",25.077485429453,28.0486186265049,25.0207526307892,26.680363236585,28.0026341562805,20.130108887827,34.2111490049959
"FBgn0037234",968.433481437408,881.194101849362,782.467173181045,1086.04772704217,894.964187634725,871.084711873243,884.602567129179
"FBgn0027866",3101.49488914265,2911.21287494265,2843.26734440787,2878.34036328805,2625.52697849286,2519.92363077617,2706.34625164521
"FBgn0037236",1464.08260521954,1418.79262552404,1488.73478153196,1620.43970833965,1366.52854682649,1412.76764194568,1658.01889999212
"FBgn0037235",1236.17251705186,1022.60588742466,1175.97537364709,1347.35834344754,1049.53872817739,1173.9513501401,1362.33682644894
"FBgn0037238",40.5665205476446,51.4224674819257,28.4326734440787,26.680363236585,22.4021073250244,21.9601187867204,26.8801885039253
"FBgn0037239",1374.09868691385,1391.91269934031,1514.89284110051,707.029625769502,814.316601264638,761.284117939641,1350.11855894716
"FBgn0037240",2471.60746100286,2250.90164477702,1986.87522027222,3344.46200336251,2939.1564810432,2957.29599661168,1873.06040802352
"FBgn0003882",1447.85599700048,1388.40662201199,1472.81248440328,1341.08061092129,1392.29097025027,1406.36260729955,1471.07940721482
"FBgn0037241",837.883042584078,791.204783755992,907.570936334992,856.125773268065,908.40545202974,947.030122677318,955.468518639527
"FBgn0086608",42.7792398502434,46.7476977108415,52.3161191371048,58.8537424336434,57.1253736788123,49.4102672701209,42.7639362562448
"FBgn0267661",21.3896199251217,29.2173110692759,17.0596040664472,24.3262135392393,13.4412643950147,12.8100692922536,23.21470825339
"FBgn0037242",180.705409712235,121.544014048188,122.82914927842,148.311430932781,118.731168822629,110.715598883049,120.960848267664
"FBgn0086605",925.654241587164,958.327803072251,827.959450691571,879.667270241523,835.598603223411,781.414226827468,851.613244874361
"FBgn0037244",424.104532998103,395.018045656611,466.295844482891,385.295833798919,412.198774780449,407.177202503774,398.315520558166
"FBgn0263594",16185.3041254093,16073.0271654301,16120.1885358549,18112.0430548123,16508.1128878105,16040.0367638004,15212.9648664715
"FBgn0052944",42.0416667493772,30.386003512047,29.5699803818418,38.4511117233137,47.0444253825513,25.6201385845072,54.9822037580291
"FBgn0037248",3192.2163805492,2699.6795428011,2532.78255039853,2642.92539355348,2241.33083786869,2093.53132433401,2965.37352268303
"FBgn0051525",46.4671053545748,56.0972372530098,39.8057428217102,68.2703412230263,49.2846361150537,40.2602177756541,64.7568177594564
"FBgn0037249",11685.3706370243,15627.7553447343,15078.4153808638,11440.3828125345,14944.4457965238,14024.2808601693,13608.7063434873
"FBgn0037250",345.184211205413,294.510495578301,362.800913146444,345.275288944041,370.754876229154,322.081742205233,326.227742297639
"FBgn0037252",2690.66667196014,2716.04123699989,2465.6814410705,2382.39949371388,2711.77509169421,2704.7546305644,2596.38184412915
"FBgn0051522",1080.54459276908,1034.29281185237,888.236718393018,1131.56128785752,1114.50483941996,1169.37632539286,1093.53494140969
"FBgn0263620",135.713450559393,106.351012292164,116.005307651841,127.908800222452,155.69464590892,122.610663225856,102.633447014988
"FBgn0051523",9252.11697726644,7756.61174267138,7215.07521316941,5669.57718777431,4515.14473135867,4166.01753483075,10027.5321387143
"FBgn0037254",10.3260234121277,16.3616941987945,6.82384162657889,13.3401816182925,8.96084293000977,9.15004949446684,8.55278725124896
"FBgn0037255",1810.00438952582,2006.64492423787,1865.18337793156,1643.9812053131,1749.60458208441,1820.8598493989,1320.79471694288
"FBgn0085386",179.967836611369,155.436094888548,172.870654539998,217.366488721589,215.060230320234,194.896054232144,157.615650773017
"FBgn0051526",6.6381579077964,26.8799261837339,3.41192081328944,20.4026307103297,6.72063219750733,13.7250742417003,7.33096050107054
"FBgn0037260",27.2902047320518,11.6869244277104,9.09845550210518,31.3886626312765,16.8015804937683,19.2151039383804,14.6619210021411
"FBgn0037261",1951.61842489214,2375.95173615352,2071.03593366669,2092.83908094036,2245.8112593337,2155.75166089639,2244.49574007776
"FBgn0037262",1000.14912477466,795.879553527077,813.174460500651,907.13235004389,996.893775963587,915.004949446684,769.750852612407
"FBgn0037263",13.2763158155928,15.1930017560235,9.09845550210518,14.9096147498563,16.8015804937683,16.4700890900403,21.9928815032116
"FBgn0040466",252.250000496263,137.905708246982,159.222971286841,306.039460654945,207.219492756476,257.116390794518,232.1470825339
"FBgn0087013",12989.3998793558,15645.2857313759,16132.6989121702,11881.3935225039,14903.0018979725,14409.4979438864,15137.2116079605
"FBgn0037265",261.838450807525,241.919335653605,225.186773677103,225.99837094519,194.898333727712,226.006222513331,213.819681281224
"FBgn0263346",3316.12866149473,3149.62613326795,2603.29558053984,2990.55483219486,2930.19563811319,2914.29076398769,2339.79822659168
"FBgn0037270",7149.29606669672,8088.52039641835,9521.53368295307,6002.29701166584,8951.88208707976,8866.39796013837,7341.95694182215
"FBgn0027570",39.0913743459121,67.7841616807202,52.3161191371048,27.4650798023669,22.4021073250244,25.6201385845072,41.5421095060664
"FBgn0026620",5125.39547791968,4538.03275527994,4081.79459963194,5394.92638975064,4377.37177130977,4036.08683200932,4779.78624669799
"FBgn0010750",1409.50219575543,1276.21214750597,1479.63632602985,1067.2145294634,1471.8184512541,1455.77287456967,1188.83742792361
"FBgn0037275",14.0138889164591,5.84346221385519,11.3730693776315,31.3886626312765,7.84073756375855,6.40503464612679,13.4400942519627
"FBgn0260794",9658.51975584376,10591.8596088339,8441.09209207808,9496.63987909269,10717.1681442917,9881.13844907474,8402.50256097702
"FBgn0026417",170.379386300107,226.726333897581,247.932912432366,331.150390759967,277.786130830303,259.861405642858,289.572939792286
"FBgn0037279",1462.60745901781,1575.39741285536,1471.67517746551,1624.36329116856,1460.61739759159,1288.32696882093,1914.60251752959
"FBgn0037282",1188.96783859642,1326.46592254513,1249.9003246017,1240.6368905012,1247.79737800386,1290.15697871982,1345.23125194644
"FBgn0004913",2490.04678852451,2623.71453402098,2320.10615303682,2409.07985695047,2136.04093344108,2224.37703210489,2499.85753086505
"FBgn0265082",5311.26389933798,5472.98670949677,5034.85781347745,4536.44646678523,4967.66729932416,4915.40658842759,4357.03419113626
"FBgn0004436",3468.80629337405,2093.12816500293,2007.34674515196,2880.6945129854,1672.31731181307,1646.09390405458,2568.27982887505
"FBgn0037290",22.8647661268543,23.3738488554208,18.1969110042104,236.984402866137,188.177701530205,186.661009687124,39.0984560057096
"FBgn0010313",81.1330410952893,112.19447450602,58.0026538259205,117.707484867287,88.4883239338465,75.0304058546281,50.0948967573154
"FBgn0037293",961.795323529611,1100.90828109032,1205.54535402894,969.909675306443,974.491668638562,979.055295907952,1011.67254914773
"FBgn0259212",5429.27559547659,5712.56866026483,4750.53107903667,4630.61245467906,4866.85781636155,4634.50006894745,4595.29040742105
"FBgn0037296",9.58845031126146,12.8556168704814,2.2746138755263,13.3401816182925,8.96084293000977,8.23504454502016,3.66548025053527
"FBgn0037297",460.983188041416,440.597050924681,490.179290175917,480.24653825853,403.23793185044,472.142553914489,406.868307809415
"FBgn0037298",1646.26316113351,1955.22245675595,1908.40104156656,1793.07735281167,2155.08272466735,2253.65719048718,1695.89552924765
"FBgn0037299",704.382311327284,679.010309249973,755.17180667473,681.133979098699,598.136265578152,670.698627944419,621.909815840817
"FBgn0040208",1473.6710555308,1576.56610529813,1446.65442483472,1205.32464504102,1556.9464590892,1474.98797850805,1359.89317294859
"FBgn0037301",1246.49854046399,1290.23645681923,1258.9987801038,1439.95489820981,1460.61739759159,1404.53259740066,1347.6749054468
"FBgn0260462",7399.33334789038,8901.93033658699,9287.24845377386,7274.32256479832,8303.3410800203,8763.91740580034,7312.63309981786
"FBgn0264789",34.6659357407145,78.3023936656595,53.4534260748679,71.4092074861539,39.2036878187927,40.2602177756541,156.393824022838
"FBgn0037304",15.4890351181916,11.6869244277104,12.5103763153946,10.9860319209468,17.9216858600195,11.8950643428069,9.77461400142739
"FBgn0037305",670.453948687436,666.154692379491,892.785946144071,937.736296109384,804.235652968377,895.789845508304,856.500551875075
"FBgn0264785",2285.73903958456,2375.95173615352,2229.12159801577,1958.65254819165,1909.77964945833,2003.86083928824,2235.94295282652
"FBgn0267443",43.5168129511097,33.8920808403601,36.3938220084207,22.7567804076754,22.4021073250244,16.4700890900403,37.8766292555311
"FBgn0013576",4408.47442387767,4567.25006634921,4118.18842164036,3150.63701161437,3193.42039918223,2995.72620448844,4371.6961121384
"FBgn0051538",19.1769006225229,19.8677715271076,14.7849901909209,24.3262135392393,16.8015804937683,10.0650544439135,29.3238420042822
"FBgn0037312",2179.52851305982,2633.06407356315,2814.83467096379,1681.64760047064,2631.12750532412,2861.22047691978,2393.55860359953
"FBgn0037313",1905.88889263843,2075.59777836136,2527.09601570971,1583.5580297479,1867.21564554079,2098.10634908125,2320.24899858883
"FBgn0250746",1856.47149488039,2211.1661017228,2401.99225255577,2203.48411671561,2847.3078410106,2837.43034823417,2331.24543934043
"FBgn0037315",2766.63670134936,3352.97861831011,3146.92829679063,2711.98045134229,2953.71785080447,3100.03676872537,2319.02717183865
"FBgn0003275",882.875001736921,843.795943680689,1026.98816480012,887.514435899342,959.930298877296,992.780370149652,968.90861289149
"FBgn0086695",500.812135488195,586.683606271061,572.065389694863,401.774881680339,498.446887981793,516.977796437376,582.811359835108
"FBgn0037317",308.305556162099,176.472558858427,269.541744249866,228.352520642536,238.58244301151,250.711356148391,213.819681281224
"FBgn0001311",17.7017544207904,25.7112337409628,18.1969110042104,25.1109301050212,30.242844888783,27.4501484834005,12.2182675017842
"FBgn0264712",1495.06067545592,1444.503859265,1362.49371144025,1293.99761697437,1287.00106582265,1287.41196387148,1484.51950146678
"FBgn0037327",5859.28071328162,5994.22353897265,6081.18019621955,5055.14411676707,5661.01252103367,5805.70640423921,5658.27968007628
"FBgn0037328",31338.7434827068,31198.2447597728,34428.555619966,20547.0185584336,30161.0771970466,29143.8226448263,24205.6097477847
"FBgn0037329",786.25292552344,892.881026277073,968.985510974202,621.495520099274,847.919762252174,881.149766317157,753.867104860087
"FBgn0037330",503.024854790794,500.200365506004,508.376201180127,556.364045139375,658.621955355718,661.548578449953,587.698666835822
"FBgn0011715",1517.18786848191,1490.08286453307,1610.42662387262,1359.12909193427,1708.16068353311,1744.91443859483,1485.74132821696
"FBgn0037332",444.756579822359,419.560586954802,362.800913146444,471.614656034929,434.600882105474,443.777400481642,458.185031316909
"FBgn0015402",1014.16301369112,1130.12559215959,988.319728916175,917.333665399054,1118.98526088497,1119.05105317329,884.602567129179
"FBgn0051550",1890.39985752024,2049.8865446204,1750.31537721748,1601.60651076088,1959.06428557339,1934.32046313029,1345.23125194644
"FBgn0051547",20.6520468242555,33.8920808403601,22.746138755263,23.5414969734573,28.0026341562805,10.9800593933602,17.1055745024979
"FBgn0010399",8.85087721039519,8.18084709939726,4.54922775105259,16.4790478814201,8.96084293000977,13.7250742417003,9.77461400142739
"FBgn0010051",3882.58480296003,4384.93404527693,3789.50671662681,3482.57211894012,4096.22532438072,3440.41860991953,3539.63209526689
"FBgn0037336",2096.92032576279,2239.21472034931,2024.4063492184,2090.48493124301,1989.30713046217,1793.4097009155,1984.24664228976
"FBgn0014342",258.888158404059,246.594105424689,277.502892814208,308.393610352291,318.109924015347,318.421722407446,299.347553793714
"FBgn0086768",1049.5665225327,1175.70459742766,1328.37450330736,1044.45774905572,1107.78420722246,1387.14750336117,1160.7354126695
"FBgn0037338",385.013158652191,331.908653746975,353.702457644339,437.871843706307,351.713085002883,285.481544227365,361.660718052813
"FBgn0037339",1641.10014942744,1567.21656575596,1634.31006956564,1705.97381400988,1682.39826010933,1679.03408223467,1418.54085695715
"FBgn0037340",219.059210957281,192.834253057221,252.482140183419,252.678734181775,295.707816690322,264.436430390092,227.259775533187
"FBgn0037341",400.502193770383,320.221729319264,376.448596399602,277.789664286797,340.512031340371,324.826757053573,432.526669563162
"FBgn0037342",527.36476711938,556.297602759014,545.907330126311,486.524270784785,562.292893858113,580.113137949198,584.033186585286
"FBgn0041191",1495.79824855679,1099.73958864755,1223.74226503315,1045.24246562151,931.927664721016,920.494979143364,1308.57644944109
"FBgn0023023",395.339182064319,467.476977108415,451.51085429197,471.614656034929,541.01089189934,435.542355936622,492.396180321905
"FBgn0037344",6770.18349285146,6850.87509952382,5344.20530054903,5364.32244368515,5793.18495425131,5544.01498869746,4865.31411921048
"FBgn0037345",220.534357159014,155.436094888548,159.222971286841,274.650798023669,170.256015670186,185.746004737677,157.615650773017
"FBgn0014366",838.620615684945,840.289866352376,865.490579637755,866.32708862323,884.883239338465,817.099419855889,791.743734115618
"FBgn0015324",6585.05264453402,5806.06405568651,5774.1073230235,6441.73828850371,5504.1977697585,5603.49031041149,7206.33417255234
"FBgn0250753",11039.2566006654,8889.07471971651,8756.12611383847,12236.0854102373,8386.22887712289,7891.91768897765,10301.2213307543
"FBgn0037347",399.764620669516,372.812889243961,423.078180847891,424.531662088014,342.752242072874,396.197143110414,393.428213557452
"FBgn0261004",2206.081144691,1954.05376431317,1934.55910113511,2212.11599893921,2179.72504272488,2379.01286856138,2013.57048429404
"FBgn0017550",1986.28436063285,2110.65855164449,1851.5356946784,1625.14800773434,1754.08500354941,1731.18936435313,1758.20869350675
"FBgn0019637",1540.79020770963,1888.606987518,1745.76614946643,1539.61390206411,1999.38807875843,2077.06123524397,1662.90620699283
"FBgn0044823",255.937866000594,259.44972229517,201.303327984077,304.470027523382,286.746973760313,220.516192816651,239.478043034971
"FBgn0037350",214.633772352083,161.279557102403,147.849901909209,147.526714366999,143.373486880156,117.120633529176,172.277571775158
"FBgn0037351",47616.9818188253,58009.2180893832,69603.1845911046,33800.0966379243,62659.8142934596,61664.9285580604,53081.0413347514
"FBgn0051551",26.5526316311856,32.7233883975891,23.8834456930261,29.8192294997126,35.8433717200391,10.0650544439135,9.77461400142739
"FBgn0051549",598.909357903408,718.745852304188,818.860995189466,686.626995059172,1003.61440816109,1049.51067701535,670.782885847955
"FBgn0037354",554.654971851432,724.589314518043,706.267608350915,532.822548165918,663.102376820723,690.828736832246,642.680870593851
"FBgn0051546",42.0416667493772,52.5911599246967,64.8264954524994,67.4856246572444,89.6084293000977,82.3504454502016,54.9822037580291
"FBgn0051548",534.002925027177,693.034618563225,698.306459786573,465.336923508673,611.577529973167,641.418469562126,764.863545611693
"FBgn0037356",245.611842588467,317.884344433722,312.759407884866,302.115877826036,425.640039175464,404.432187655434,312.787648045676
"FBgn0027951",3685.65278502873,3859.02244602997,3229.95170324734,2993.69369845799,3353.59546655616,3166.83213003497,3149.86936195998
"FBgn0262125",4686.53948290426,5795.54582370158,6015.21639382929,4436.78746293093,6151.61867145171,6362.02941350279,5748.69485958948
"FBgn0037358",918.278510578501,1003.90680834032,1108.87426431907,1103.31149148937,1112.26462868746,1000.10040974523,1254.81607243324
"FBgn0037359",215.37134545295,186.990790843366,219.500238988287,262.88004953694,253.143812772776,287.311554126259,290.794766542465
"FBgn0037360",2324.83041393047,2709.02908234327,2819.38389871484,2234.87277934688,2621.04655702786,2807.23518490243,2266.48862158098
"FBgn0046222",1179.37938828516,1196.74106139754,1253.31224541499,1064.86037976605,1211.95400628382,1186.76141943235,1120.41512991361
"FBgn0010772",1743.62281044785,1703.95358156017,1686.62618870275,1471.34356084108,1415.81318294154,1473.15796860916,1467.41392696429
"FBgn0037363",2711.31871878439,2987.17788372277,2599.88365972656,2199.5605338867,2148.36209246984,2271.04228452667,2321.470825339
"FBgn0037364",545.804094641037,487.344748635523,462.883923669601,601.877605954726,617.178056804423,530.702870679077,580.367706334751
"FBgn0261261",1630.03655291445,2131.69501561437,1861.77145711827,1362.2679581974,1692.47920840559,1482.30801810363,2069.77451480225
"FBgn0037368",102.522661020411,82.9771634367437,113.730693776315,101.228436985867,107.530115160117,89.670485045775,87.9715260128465
"FBgn0037369",358.460527021005,329.571268861433,349.153229893286,461.413340679764,496.206677249291,470.312544015596,398.315520558166
"FBgn0037370",705.857457529017,716.408467418646,809.762539687361,767.452801334709,870.321869577199,894.874840558857,741.648837358303
"FBgn0037371",1191.91813099989,1215.44014048188,1248.76301766394,1332.44872869769,1276.92011752639,1283.7519440737,1278.03078068663
"FBgn0027497",2106.50877607406,2670.46223173182,2290.53617265498,1902.93767202114,2711.77509169421,2919.78079368437,2066.10903455171
"FBgn0037372",297.979532749972,296.847880463844,343.466695204471,318.594925707456,365.154349397898,327.571771901913,371.435332054241
"FBgn0266672",1996.61038404498,2170.26186622582,2150.64741931011,1915.49313707365,2044.19229340848,1966.34563636092,2074.66182180296
"FBgn0027608",13.2763158155928,26.8799261837339,18.1969110042104,18.048481012984,21.2820019587732,12.8100692922536,10.9964407516058
"FBgn0037374",1325.41886225668,1497.0950191897,1541.05090066906,1516.07240509065,1540.14487859543,1571.9785031494,1876.72588827406
"FBgn0037375",64.9064328762314,65.4467767951781,98.9457035853938,32.1733791970584,60.4856897775659,53.0702870679077,52.5385502576722
"FBgn0037376",1577.66886275294,1554.36094888548,1614.97585162367,1586.69689601103,1397.89149708152,1421.0026864907,1603.03669623409
"FBgn0028690",2492.99708092798,2260.25118431919,2345.12690566761,2878.34036328805,2837.22689271434,2842.0053729814,2411.88600485221
"FBgn0037377",523.676901615049,587.852298713832,628.930736583021,508.496334626679,513.008257743059,496.847687549549,585.255013335465
"FBgn0037378",503.76242789166,552.791525430701,620.969588018679,564.211210797194,648.541007059457,673.443642792759,664.673752097062
"FBgn0037379",1614.54751779626,1567.21656575596,1353.39525593815,1534.90560266942,1381.08991658776,1270.026869832,1442.97739196072
"FBgn0263353",19.9144737233892,15.1930017560235,4.54922775105259,32.9580957628403,34.7232663537878,21.0451138372737,7.33096050107054
"FBgn0261561",116.53654993687,93.495395421683,113.730693776315,156.943313156382,153.454435176417,151.89082160815,92.8588330135602
"FBgn0037382",854.847223904002,736.276238945754,891.648639206308,880.451986807305,912.885873494745,873.829726721583,759.976238610979
"FBgn0037383",252.250000496263,305.028727563241,293.425189942892,245.616285089738,259.864444970283,278.161504631792,256.583617537469
"FBgn0037384",256.675439101461,275.811416493965,286.601348316313,355.476604299206,300.188238155327,339.46683624472,342.111490049959
"FBgn0037386",31.7156433372494,14.0243093132525,26.1580595685524,18.8331975787659,26.8825287900293,27.4501484834005,46.4294165067801
"FBgn0037387",19.9144737233892,30.386003512047,38.668435883947,14.1248981840744,24.6423180575269,16.4700890900403,24.4365350035685
"FBgn0029088",1621.92324880492,1582.40956751198,1421.63367220393,1815.04941665356,1703.68026206811,1663.47899809407,1805.85993676371
"FBgn0028436",293.554094144774,280.486186265049,303.66095238276,263.664766102722,368.514665496652,333.97680654804,312.787648045676
"FBgn0037391",1618.23538330059,2006.64492423787,2038.05403247156,1518.426554788,1914.26007092334,2100.85136392959,1593.26208223266
"FBgn0083949",18.4393275216567,10.5182319849393,20.4715248797367,13.3401816182925,6.72063219750733,2.74501484834005,4.88730700071369
"FBgn0003261",24785.40648151,26203.2532593694,24017.6479116822,20076.9733355302,21504.9029266572,21045.1138372737,20088.0535996835
"FBgn0037405",59.0058480693013,43.2416203825284,80.7487925811835,58.8537424336434,58.2454790450635,86.0104652479883,42.7639362562448
"FBgn0037429",162.266082190579,189.328175728908,202.44063492184,155.373880024818,199.378755192717,178.425965142103,178.38670552605
"FBgn0037432",12.5387427147265,11.6869244277104,17.0596040664472,8.63188222360103,3.36031609875366,11.8950643428069,8.55278725124896
"FBgn0037433",29.5029240346506,24.5425412981918,42.0803566972365,30.6039460654945,22.4021073250244,36.6001979778674,29.3238420042822
"FBgn0261789",1368.93567520779,1154.66813345779,1435.28135545709,1672.23100168125,1679.03794401058,1617.72875062174,1358.67134619841
"FBgn0037435",147.514620173253,146.08655534638,152.399129660262,189.901408919223,162.415278106427,172.020930495977,155.17199727266
"FBgn0267698",3291.05117606528,3335.44823166854,3209.4801783676,2865.78489823554,3113.89291817839,3248.26757053573,2962.92986918268
"FBgn0261641",2940.7039531538,2922.89979937037,2735.22318532037,2331.39291693806,2346.62074229631,2363.45778442078,2337.35457309132
"FBgn0037439",1653.63889214217,1522.80625293066,1519.44206885157,1527.84315357738,1348.60686096647,1446.62282507521,1463.74844671375
"FBgn0037440",309.043129262966,324.896499090348,360.526299270918,356.261320864988,380.835824525415,334.891811497486,392.206386807274
"FBgn0260766",18.4393275216567,11.6869244277104,7.96114856434203,13.3401816182925,8.96084293000977,9.15004949446684,23.21470825339
"FBgn0027514",303.142544456035,405.53627764155,419.666260034601,411.976197035504,502.927309446798,527.04285088129,398.315520558166
"FBgn0010282",1947.19298628694,1816.14805606619,1945.93217051275,2043.4019372961,2257.01231299621,2259.14722018386,1595.70573573302
"FBgn0037442",3665.73831130534,3787.73220702093,3712.16984485891,3353.09388558611,3384.95841681119,3751.5202927314,3605.61073977653
"FBgn0037443",2385.3114082015,2588.65376073785,2322.38076691235,1930.4027518235,2127.08009051107,2027.65096797385,1422.20633720769
"FBgn0264495",5932.30045026738,6492.08651959311,5139.49005175166,5053.57468363551,5466.11418730596,5030.69721205787,4997.27140822975
"FBgn0037445",2587.40643783886,2511.52005951496,2064.21209204011,1927.26388556037,1726.08236939313,1539.03832496932,2081.99278230403
"FBgn0037446",1362.29751729999,1400.0935464397,1480.77363296762,1100.95734179202,1293.72169802016,1368.84740437224,1108.19686241183
"FBgn0037448",24.3399123285868,10.5182319849393,12.5103763153946,16.4790478814201,12.3211590287634,10.9800593933602,18.3274012526764
"FBgn0037449",28.7653509337844,43.2416203825284,22.746138755263,24.3262135392393,33.6031609875366,29.2801583822939,20.7710547530332
"FBgn0010355",2877.2726664793,3358.82208052396,3104.84794009339,2634.29351132988,3087.01038938836,3029.58138761797,2780.87768340609
"FBgn0026566",954.419592520948,1021.43719498189,1186.21113608696,1096.24904239733,1266.83916923013,1238.91670155081,1008.0070688972
"FBgn0262801",2033.4890390883,1861.72706133426,1893.61605137564,1899.01408919223,2153.9626193011,2260.06222513331,1766.761480758
"FBgn0024912",163.003655291445,153.098710003006,154.673743535788,210.304039629552,159.054962007673,170.190920597083,133.179115769448
"FBgn0000071",135.713450559393,156.604787331319,177.419882291051,760.390352242672,907.285346663489,1042.19063741977,100.189793514631
"FBgn0037465",516.301170606386,545.779370774075,680.109548782362,634.835701717566,713.507118302028,710.043840770627,687.888460350452
"FBgn0037466",844.521200491875,887.037564063218,767.682182990125,754.112619716417,711.266907569525,742.069014001261,770.972679362585
"FBgn0037467",976.546785546936,992.219883912611,1146.40539326525,973.833258135352,1182.83126676129,1197.74147882571,1080.09484715773
"FBgn0267568",7.37573100866266,17.5303866415656,3.41192081328944,16.4790478814201,10.080948296261,10.0650544439135,15.8837477523195
"FBgn0037468",3528.54971454422,2492.82098043062,2740.90972000919,6772.88867926368,5145.76405255811,4790.05091035339,3452.88239600422
"FBgn0010774",2476.03289960806,2491.65228798785,2315.55692528577,2170.52602095277,2336.53979400005,2003.86083928824,2103.98566380725
"FBgn0037469",250.774854294531,239.581950768063,294.562496880655,272.296648326323,324.830556212854,247.966341300051,260.249097788004
"FBgn0037470",1141.76316014098,1238.8139893373,1203.27074015341,1410.92038527588,1256.75822093387,1396.29755285564,1100.86590191076
"FBgn0267567",39.0913743459121,31.554695954818,23.8834456930261,34.5275288944041,22.4021073250244,29.2801583822939,31.767495504639
"FBgn0003884",31895.6111738608,52206.660111025,54045.9629894425,50095.5208429514,82520.40254246,83201.400053187,60853.0812926364
"FBgn0263768",229.385234369409,169.4604042018,192.204872481972,298.192294997126,216.180335686486,154.63583645649,271.24553853961
"FBgn0040670",60.4809942710338,56.0972372530098,69.375723203552,82.3952394071007,51.5248468475562,69.540376157948,67.2004712598133
